START_DATE,CCN
2008-12-20,87
2008-12-21,73
2008-12-22,89
2008-12-23,93
2008-12-24,83
2008-12-25,57
2008-12-26,81
2008-12-27,96
2008-12-28,82
2008-12-29,87
2008-12-30,75
2008-12-31,88
2009-01-01,96
2009-01-02,71
2009-01-03,91
2009-01-04,79
2009-01-05,82
2009-01-06,77
2009-01-07,90
2009-01-08,65
2009-01-09,88
2009-01-10,99
2009-01-11,77
2009-01-12,67
2009-01-13,80
2009-01-14,87
2009-01-15,80
2009-01-16,92
2009-01-17,107
2009-01-18,92
2009-01-19,90
2009-01-20,102
2009-01-21,94
2009-01-22,92
2009-01-23,123
2009-01-24,90
2009-01-25,75
2009-01-26,76
2009-01-27,53
2009-01-28,66
2009-01-29,68
2009-01-30,76
2009-01-31,91
2009-02-01,78
2009-02-02,82
2009-02-03,69
2009-02-04,70
2009-02-05,76
2009-02-06,96
2009-02-07,99
2009-02-08,56
2009-02-09,72
2009-02-10,73
2009-02-11,81
2009-02-12,78
2009-02-13,84
2009-02-14,79
2009-02-15,82
2009-02-16,70
2009-02-17,85
2009-02-18,82
2009-02-19,66
2009-02-20,82
2009-02-21,113
2009-02-22,73
2009-02-23,69
2009-02-24,73
2009-02-25,81
2009-02-26,97
2009-02-27,94
2009-02-28,100
2009-03-01,71
2009-03-02,51
2009-03-03,61
2009-03-04,79
2009-03-05,65
2009-03-06,76
2009-03-07,66
2009-03-08,68
2009-03-09,80
2009-03-10,77
2009-03-11,67
2009-03-12,88
2009-03-13,84
2009-03-14,83
2009-03-15,80
2009-03-16,85
2009-03-17,81
2009-03-18,65
2009-03-19,83
2009-03-20,86
2009-03-21,55
2009-03-22,63
2009-03-23,86
2009-03-24,63
2009-03-25,64
2009-03-26,71
2009-03-27,91
2009-03-28,82
2009-03-29,88
2009-03-30,105
2009-03-31,94
2009-04-01,74
2009-04-02,89
2009-04-03,83
2009-04-04,100
2009-04-05,69
2009-04-06,79
2009-04-07,85
2009-04-08,76
2009-04-09,84
2009-04-10,78
2009-04-11,91
2009-04-12,60
2009-04-13,87
2009-04-14,70
2009-04-15,71
2009-04-16,81
2009-04-17,81
2009-04-18,118
2009-04-19,79
2009-04-20,80
2009-04-21,82
2009-04-22,78
2009-04-23,97
2009-04-24,108
2009-04-25,80
2009-04-26,75
2009-04-27,85
2009-04-28,86
2009-04-29,75
2009-04-30,92
2009-05-01,126
2009-05-02,93
2009-05-03,93
2009-05-04,80
2009-05-05,98
2009-05-06,67
2009-05-07,75
2009-05-08,95
2009-05-09,101
2009-05-10,87
2009-05-11,85
2009-05-12,89
2009-05-13,87
2009-05-14,80
2009-05-15,107
2009-05-16,93
2009-05-17,91
2009-05-18,113
2009-05-19,86
2009-05-20,76
2009-05-21,72
2009-05-22,115
2009-05-23,105
2009-05-24,88
2009-05-25,77
2009-05-26,102
2009-05-27,100
2009-05-28,106
2009-05-29,110
2009-05-30,115
2009-05-31,79
2009-06-01,92
2009-06-02,77
2009-06-03,76
2009-06-04,78
2009-06-05,89
2009-06-06,87
2009-06-07,84
2009-06-08,109
2009-06-09,101
2009-06-10,86
2009-06-11,94
2009-06-12,93
2009-06-13,103
2009-06-14,88
2009-06-15,105
2009-06-16,105
2009-06-17,80
2009-06-18,86
2009-06-19,120
2009-06-20,101
2009-06-21,108
2009-06-22,108
2009-06-23,86
2009-06-24,89
2009-06-25,111
2009-06-26,111
2009-06-27,114
2009-06-28,101
2009-06-29,96
2009-06-30,85
2009-07-01,95
2009-07-02,95
2009-07-03,88
2009-07-04,113
2009-07-05,98
2009-07-06,90
2009-07-07,97
2009-07-08,88
2009-07-09,96
2009-07-10,115
2009-07-11,93
2009-07-12,90
2009-07-13,94
2009-07-14,120
2009-07-15,87
2009-07-16,84
2009-07-17,111
2009-07-18,78
2009-07-19,84
2009-07-20,98
2009-07-21,78
2009-07-22,101
2009-07-23,97
2009-07-24,115
2009-07-25,101
2009-07-26,87
2009-07-27,108
2009-07-28,80
2009-07-29,89
2009-07-30,94
2009-07-31,105
2009-08-01,98
2009-08-02,90
2009-08-03,108
2009-08-04,93
2009-08-05,88
2009-08-06,67
2009-08-07,93
2009-08-08,82
2009-08-09,96
2009-08-10,106
2009-08-11,100
2009-08-12,82
2009-08-13,81
2009-08-14,92
2009-08-15,104
2009-08-16,99
2009-08-17,96
2009-08-18,75
2009-08-19,87
2009-08-20,97
2009-08-21,100
2009-08-22,87
2009-08-23,95
2009-08-24,96
2009-08-25,104
2009-08-26,104
2009-08-27,87
2009-08-28,92
2009-08-29,106
2009-08-30,110
2009-08-31,82
2009-09-01,78
2009-09-02,70
2009-09-03,84
2009-09-04,90
2009-09-05,86
2009-09-06,82
2009-09-07,85
2009-09-08,85
2009-09-09,89
2009-09-10,94
2009-09-11,102
2009-09-12,114
2009-09-13,103
2009-09-14,100
2009-09-15,97
2009-09-16,74
2009-09-17,76
2009-09-18,110
2009-09-19,102
2009-09-20,82
2009-09-21,82
2009-09-22,80
2009-09-23,85
2009-09-24,67
2009-09-25,84
2009-09-26,113
2009-09-27,81
2009-09-28,95
2009-09-29,84
2009-09-30,88
2009-10-01,81
2009-10-02,123
2009-10-03,77
2009-10-04,82
2009-10-05,79
2009-10-06,84
2009-10-07,91
2009-10-08,82
2009-10-09,96
2009-10-10,103
2009-10-11,89
2009-10-12,81
2009-10-13,80
2009-10-14,69
2009-10-15,82
2009-10-16,97
2009-10-17,90
2009-10-18,62
2009-10-19,78
2009-10-20,87
2009-10-21,87
2009-10-22,102
2009-10-23,95
2009-10-24,88
2009-10-25,89
2009-10-26,85
2009-10-27,85
2009-10-28,71
2009-10-29,82
2009-10-30,96
2009-10-31,97
2009-11-01,92
2009-11-02,79
2009-11-03,81
2009-11-04,66
2009-11-05,86
2009-11-06,84
2009-11-07,78
2009-11-08,65
2009-11-09,83
2009-11-10,81
2009-11-11,71
2009-11-12,75
2009-11-13,87
2009-11-14,91
2009-11-15,97
2009-11-16,78
2009-11-17,80
2009-11-18,85
2009-11-19,79
2009-11-20,120
2009-11-21,91
2009-11-22,74
2009-11-23,77
2009-11-24,88
2009-11-25,88
2009-11-26,65
2009-11-27,57
2009-11-28,76
2009-11-29,71
2009-11-30,74
2009-12-01,64
2009-12-02,66
2009-12-03,66
2009-12-04,94
2009-12-05,80
2009-12-06,59
2009-12-07,78
2009-12-08,81
2009-12-09,60
2009-12-10,71
2009-12-11,101
2009-12-12,89
2009-12-13,65
2009-12-14,104
2009-12-15,84
2009-12-16,72
2009-12-17,67
2009-12-18,76
2009-12-19,41
2009-12-20,32
2009-12-21,72
2009-12-22,50
2009-12-23,72
2009-12-24,62
2009-12-25,54
2009-12-26,66
2009-12-27,64
2009-12-28,75
2009-12-29,61
2009-12-30,58
2009-12-31,72
2010-01-01,77
2010-01-02,64
2010-01-03,48
2010-01-04,69
2010-01-05,70
2010-01-06,44
2010-01-07,79
2010-01-08,63
2010-01-09,55
2010-01-10,48
2010-01-11,77
2010-01-12,51
2010-01-13,78
2010-01-14,49
2010-01-15,93
2010-01-16,82
2010-01-17,50
2010-01-18,71
2010-01-19,79
2010-01-20,80
2010-01-21,63
2010-01-22,88
2010-01-23,91
2010-01-24,81
2010-01-25,81
2010-01-26,71
2010-01-27,91
2010-01-28,65
2010-01-29,71
2010-01-30,57
2010-01-31,38
2010-02-01,55
2010-02-02,53
2010-02-03,73
2010-02-04,81
2010-02-05,62
2010-02-06,16
2010-02-07,27
2010-02-08,29
2010-02-09,45
2010-02-10,20
2010-02-11,29
2010-02-12,54
2010-02-13,60
2010-02-14,55
2010-02-15,49
2010-02-16,48
2010-02-17,44
2010-02-18,49
2010-02-19,67
2010-02-20,73
2010-02-21,71
2010-02-22,64
2010-02-23,79
2010-02-24,84
2010-02-25,71
2010-02-26,79
2010-02-27,63
2010-02-28,68
2010-03-01,63
2010-03-02,49
2010-03-03,68
2010-03-04,72
2010-03-05,84
2010-03-06,71
2010-03-07,75
2010-03-08,81
2010-03-09,79
2010-03-10,80
2010-03-11,83
2010-03-12,84
2010-03-13,83
2010-03-14,67
2010-03-15,71
2010-03-16,59
2010-03-17,72
2010-03-18,82
2010-03-19,75
2010-03-20,84
2010-03-21,74
2010-03-22,91
2010-03-23,91
2010-03-24,85
2010-03-25,99
2010-03-26,89
2010-03-27,78
2010-03-28,70
2010-03-29,85
2010-03-30,69
2010-03-31,85
2010-04-01,97
2010-04-02,95
2010-04-03,81
2010-04-04,69
2010-04-05,67
2010-04-06,76
2010-04-07,91
2010-04-08,64
2010-04-09,68
2010-04-10,80
2010-04-11,71
2010-04-12,73
2010-04-13,76
2010-04-14,76
2010-04-15,90
2010-04-16,114
2010-04-17,120
2010-04-18,99
2010-04-19,84
2010-04-20,79
2010-04-21,84
2010-04-22,107
2010-04-23,99
2010-04-24,77
2010-04-25,56
2010-04-26,92
2010-04-27,101
2010-04-28,94
2010-04-29,105
2010-04-30,104
2010-05-01,85
2010-05-02,74
2010-05-03,107
2010-05-04,101
2010-05-05,97
2010-05-06,87
2010-05-07,119
2010-05-08,102
2010-05-09,77
2010-05-10,84
2010-05-11,79
2010-05-12,85
2010-05-13,87
2010-05-14,99
2010-05-15,105
2010-05-16,88
2010-05-17,105
2010-05-18,92
2010-05-19,95
2010-05-20,120
2010-05-21,106
2010-05-22,102
2010-05-23,98
2010-05-24,76
2010-05-25,94
2010-05-26,78
2010-05-27,104
2010-05-28,109
2010-05-29,75
2010-05-30,93
2010-05-31,60
2010-06-01,106
2010-06-02,96
2010-06-03,80
2010-06-04,104
2010-06-05,89
2010-06-06,106
2010-06-07,93
2010-06-08,89
2010-06-09,82
2010-06-10,82
2010-06-11,105
2010-06-12,106
2010-06-13,94
2010-06-14,83
2010-06-15,85
2010-06-16,105
2010-06-17,108
2010-06-18,103
2010-06-19,96
2010-06-20,85
2010-06-21,90
2010-06-22,91
2010-06-23,93
2010-06-24,86
2010-06-25,114
2010-06-26,126
2010-06-27,101
2010-06-28,105
2010-06-29,72
2010-06-30,91
2010-07-01,81
2010-07-02,82
2010-07-03,102
2010-07-04,94
2010-07-05,82
2010-07-06,97
2010-07-07,93
2010-07-08,96
2010-07-09,112
2010-07-10,102
2010-07-11,90
2010-07-12,94
2010-07-13,101
2010-07-14,85
2010-07-15,93
2010-07-16,132
2010-07-17,104
2010-07-18,103
2010-07-19,127
2010-07-20,97
2010-07-21,98
2010-07-22,97
2010-07-23,120
2010-07-24,100
2010-07-25,79
2010-07-26,93
2010-07-27,84
2010-07-28,119
2010-07-29,106
2010-07-30,91
2010-07-31,90
2010-08-01,88
2010-08-02,84
2010-08-03,95
2010-08-04,98
2010-08-05,97
2010-08-06,107
2010-08-07,92
2010-08-08,99
2010-08-09,93
2010-08-10,92
2010-08-11,86
2010-08-12,96
2010-08-13,122
2010-08-14,77
2010-08-15,102
2010-08-16,102
2010-08-17,105
2010-08-18,106
2010-08-19,89
2010-08-20,110
2010-08-21,110
2010-08-22,97
2010-08-23,90
2010-08-24,90
2010-08-25,101
2010-08-26,84
2010-08-27,119
2010-08-28,111
2010-08-29,88
2010-08-30,92
2010-08-31,83
2010-09-01,92
2010-09-02,100
2010-09-03,120
2010-09-04,78
2010-09-05,117
2010-09-06,95
2010-09-07,93
2010-09-08,119
2010-09-09,80
2010-09-10,106
2010-09-11,108
2010-09-12,68
2010-09-13,93
2010-09-14,114
2010-09-15,67
2010-09-16,99
2010-09-17,102
2010-09-18,110
2010-09-19,97
2010-09-20,84
2010-09-21,123
2010-09-22,93
2010-09-23,111
2010-09-24,102
2010-09-25,109
2010-09-26,92
2010-09-27,115
2010-09-28,92
2010-09-29,80
2010-09-30,87
2010-10-01,98
2010-10-02,88
2010-10-03,79
2010-10-04,77
2010-10-05,88
2010-10-06,91
2010-10-07,89
2010-10-08,109
2010-10-09,87
2010-10-10,89
2010-10-11,92
2010-10-12,94
2010-10-13,84
2010-10-14,80
2010-10-15,121
2010-10-16,101
2010-10-17,97
2010-10-18,104
2010-10-19,108
2010-10-20,104
2010-10-21,99
2010-10-22,118
2010-10-23,100
2010-10-24,92
2010-10-25,116
2010-10-26,92
2010-10-27,111
2010-10-28,109
2010-10-29,101
2010-10-30,105
2010-10-31,107
2010-11-01,99
2010-11-02,67
2010-11-03,86
2010-11-04,79
2010-11-05,89
2010-11-06,106
2010-11-07,86
2010-11-08,84
2010-11-09,100
2010-11-10,83
2010-11-11,79
2010-11-12,101
2010-11-13,112
2010-11-14,104
2010-11-15,94
2010-11-16,87
2010-11-17,102
2010-11-18,76
2010-11-19,113
2010-11-20,89
2010-11-21,61
2010-11-22,96
2010-11-23,118
2010-11-24,111
2010-11-25,66
2010-11-26,87
2010-11-27,100
2010-11-28,71
2010-11-29,91
2010-11-30,88
2010-12-01,77
2010-12-02,86
2010-12-03,89
2010-12-04,80
2010-12-05,58
2010-12-06,83
2010-12-07,77
2010-12-08,81
2010-12-09,68
2010-12-10,112
2010-12-11,98
2010-12-12,69
2010-12-13,92
2010-12-14,72
2010-12-15,77
2010-12-16,93
2010-12-17,79
2010-12-18,86
2010-12-19,86
2010-12-20,88
2010-12-21,58
2010-12-22,98
2010-12-23,110
2010-12-24,79
2010-12-25,62
2010-12-26,59
2010-12-27,79
2010-12-28,73
2010-12-29,76
2010-12-30,93
2010-12-31,76
2011-01-01,89
2011-01-02,72
2011-01-03,61
2011-01-04,76
2011-01-05,68
2011-01-06,65
2011-01-07,78
2011-01-08,64
2011-01-09,59
2011-01-10,58
2011-01-11,67
2011-01-12,71
2011-01-13,64
2011-01-14,89
2011-01-15,94
2011-01-16,76
2011-01-17,56
2011-01-18,78
2011-01-19,70
2011-01-20,83
2011-01-21,90
2011-01-22,60
2011-01-23,81
2011-01-24,73
2011-01-25,69
2011-01-26,50
2011-01-27,55
2011-01-28,75
2011-01-29,74
2011-01-30,74
2011-01-31,73
2011-02-01,71
2011-02-02,61
2011-02-03,77
2011-02-04,77
2011-02-05,83
2011-02-06,67
2011-02-07,79
2011-02-08,77
2011-02-09,72
2011-02-10,63
2011-02-11,82
2011-02-12,75
2011-02-13,70
2011-02-14,56
2011-02-15,59
2011-02-16,52
2011-02-17,74
2011-02-18,94
2011-02-19,81
2011-02-20,87
2011-02-21,67
2011-02-22,75
2011-02-23,74
2011-02-24,81
2011-02-25,87
2011-02-26,105
2011-02-27,87
2011-02-28,88
2011-03-01,94
2011-03-02,63
2011-03-03,75
2011-03-04,92
2011-03-05,80
2011-03-06,65
2011-03-07,70
2011-03-08,69
2011-03-09,67
2011-03-10,70
2011-03-11,109
2011-03-12,100
2011-03-13,84
2011-03-14,75
2011-03-15,73
2011-03-16,89
2011-03-17,79
2011-03-18,90
2011-03-19,101
2011-03-20,77
2011-03-21,83
2011-03-22,78
2011-03-23,81
2011-03-24,84
2011-03-25,93
2011-03-26,98
2011-03-27,80
2011-03-28,75
2011-03-29,78
2011-03-30,81
2011-03-31,81
2011-04-01,90
2011-04-02,58
2011-04-03,75
2011-04-04,74
2011-04-05,69
2011-04-06,82
2011-04-07,94
2011-04-08,75
2011-04-09,86
2011-04-10,67
2011-04-11,83
2011-04-12,79
2011-04-13,72
2011-04-14,76
2011-04-15,71
2011-04-16,63
2011-04-17,88
2011-04-18,76
2011-04-19,78
2011-04-20,90
2011-04-21,81
2011-04-22,81
2011-04-23,91
2011-04-24,96
2011-04-25,82
2011-04-26,90
2011-04-27,100
2011-04-28,78
2011-04-29,90
2011-04-30,99
2011-05-01,95
2011-05-02,95
2011-05-03,69
2011-05-04,76
2011-05-05,71
2011-05-06,76
2011-05-07,99
2011-05-08,82
2011-05-09,79
2011-05-10,89
2011-05-11,93
2011-05-12,88
2011-05-13,108
2011-05-14,96
2011-05-15,71
2011-05-16,94
2011-05-17,91
2011-05-18,89
2011-05-19,84
2011-05-20,105
2011-05-21,86
2011-05-22,88
2011-05-23,92
2011-05-24,100
2011-05-25,97
2011-05-26,103
2011-05-27,116
2011-05-28,118
2011-05-29,105
2011-05-30,71
2011-05-31,104
2011-06-01,78
2011-06-02,94
2011-06-03,96
2011-06-04,98
2011-06-05,83
2011-06-06,94
2011-06-07,78
2011-06-08,100
2011-06-09,98
2011-06-10,98
2011-06-11,105
2011-06-12,93
2011-06-13,68
2011-06-14,88
2011-06-15,92
2011-06-16,95
2011-06-17,120
2011-06-18,109
2011-06-19,120
2011-06-20,93
2011-06-21,111
2011-06-22,90
2011-06-23,101
2011-06-24,120
2011-06-25,101
2011-06-26,103
2011-06-27,105
2011-06-28,107
2011-06-29,96
2011-06-30,103
2011-07-01,92
2011-07-02,95
2011-07-03,105
2011-07-04,88
2011-07-05,98
2011-07-06,77
2011-07-07,91
2011-07-08,109
2011-07-09,103
2011-07-10,97
2011-07-11,96
2011-07-12,93
2011-07-13,106
2011-07-14,96
2011-07-15,98
2011-07-16,113
2011-07-17,103
2011-07-18,112
2011-07-19,97
2011-07-20,86
2011-07-21,73
2011-07-22,111
2011-07-23,112
2011-07-24,102
2011-07-25,84
2011-07-26,97
2011-07-27,113
2011-07-28,101
2011-07-29,87
2011-07-30,105
2011-07-31,103
2011-08-01,112
2011-08-02,88
2011-08-03,98
2011-08-04,100
2011-08-05,92
2011-08-06,96
2011-08-07,84
2011-08-08,108
2011-08-09,118
2011-08-10,95
2011-08-11,91
2011-08-12,104
2011-08-13,105
2011-08-14,94
2011-08-15,87
2011-08-16,90
2011-08-17,98
2011-08-18,91
2011-08-19,111
2011-08-20,118
2011-08-21,79
2011-08-22,80
2011-08-23,89
2011-08-24,86
2011-08-25,91
2011-08-26,89
2011-08-27,89
2011-08-28,95
2011-08-29,97
2011-08-30,91
2011-08-31,87
2011-09-01,94
2011-09-02,97
2011-09-03,121
2011-09-04,94
2011-09-05,94
2011-09-06,97
2011-09-07,78
2011-09-08,60
2011-09-09,112
2011-09-10,117
2011-09-11,86
2011-09-12,85
2011-09-13,76
2011-09-14,89
2011-09-15,107
2011-09-16,93
2011-09-17,119
2011-09-18,111
2011-09-19,95
2011-09-20,102
2011-09-21,105
2011-09-22,90
2011-09-23,103
2011-09-24,107
2011-09-25,106
2011-09-26,98
2011-09-27,105
2011-09-28,105
2011-09-29,102
2011-09-30,114
2011-10-01,112
2011-10-02,76
2011-10-03,90
2011-10-04,84
2011-10-05,92
2011-10-06,93
2011-10-07,103
2011-10-08,114
2011-10-09,103
2011-10-10,101
2011-10-11,100
2011-10-12,89
2011-10-13,120
2011-10-14,126
2011-10-15,134
2011-10-16,119
2011-10-17,109
2011-10-18,88
2011-10-19,93
2011-10-20,119
2011-10-21,113
2011-10-22,115
2011-10-23,119
2011-10-24,94
2011-10-25,120
2011-10-26,100
2011-10-27,107
2011-10-28,74
2011-10-29,118
2011-10-30,99
2011-10-31,129
2011-11-01,95
2011-11-02,75
2011-11-03,88
2011-11-04,93
2011-11-05,111
2011-11-06,98
2011-11-07,105
2011-11-08,87
2011-11-09,90
2011-11-10,90
2011-11-11,81
2011-11-12,115
2011-11-13,101
2011-11-14,98
2011-11-15,100
2011-11-16,82
2011-11-17,96
2011-11-18,118
2011-11-19,105
2011-11-20,117
2011-11-21,110
2011-11-22,119
2011-11-23,99
2011-11-24,86
2011-11-25,114
2011-11-26,91
2011-11-27,97
2011-11-28,92
2011-11-29,115
2011-11-30,103
2011-12-01,118
2011-12-02,132
2011-12-03,134
2011-12-04,107
2011-12-05,94
2011-12-06,86
2011-12-07,89
2011-12-08,91
2011-12-09,113
2011-12-10,103
2011-12-11,96
2011-12-12,83
2011-12-13,86
2011-12-14,113
2011-12-15,96
2011-12-16,109
2011-12-17,100
2011-12-18,111
2011-12-19,100
2011-12-20,109
2011-12-21,87
2011-12-22,100
2011-12-23,109
2011-12-24,91
2011-12-25,69
2011-12-26,81
2011-12-27,84
2011-12-28,97
2011-12-29,87
2011-12-30,109
2011-12-31,101
2012-01-01,87
2012-01-02,77
2012-01-03,83
2012-01-04,94
2012-01-05,94
2012-01-06,111
2012-01-07,121
2012-01-08,106
2012-01-09,90
2012-01-10,83
2012-01-11,100
2012-01-12,86
2012-01-13,123
2012-01-14,113
2012-01-15,93
2012-01-16,85
2012-01-17,110
2012-01-18,89
2012-01-19,64
2012-01-20,116
2012-01-21,89
2012-01-22,75
2012-01-23,86
2012-01-24,82
2012-01-25,100
2012-01-26,99
2012-01-27,116
2012-01-28,100
2012-01-29,94
2012-01-30,85
2012-01-31,88
2012-02-01,84
2012-02-02,79
2012-02-03,103
2012-02-04,116
2012-02-05,67
2012-02-06,71
2012-02-07,69
2012-02-08,75
2012-02-09,81
2012-02-10,91
2012-02-11,87
2012-02-12,61
2012-02-13,83
2012-02-14,76
2012-02-15,82
2012-02-16,89
2012-02-17,101
2012-02-18,102
2012-02-19,55
2012-02-20,83
2012-02-21,79
2012-02-22,97
2012-02-23,83
2012-02-24,90
2012-02-25,75
2012-02-26,76
2012-02-27,62
2012-02-28,86
2012-02-29,83
2012-03-01,68
2012-03-02,83
2012-03-03,63
2012-03-04,62
2012-03-05,79
2012-03-06,65
2012-03-07,81
2012-03-08,71
2012-03-09,104
2012-03-10,106
2012-03-11,64
2012-03-12,86
2012-03-13,80
2012-03-14,74
2012-03-15,77
2012-03-16,95
2012-03-17,82
2012-03-18,83
2012-03-19,77
2012-03-20,84
2012-03-21,81
2012-03-22,91
2012-03-23,92
2012-03-24,79
2012-03-25,68
2012-03-26,87
2012-03-27,58
2012-03-28,81
2012-03-29,85
2012-03-30,86
2012-03-31,86
2012-04-01,83
